site,recording,start_s,end_s,scientific_name,common_name,confidence
N_15,20210703_061000,12,15,Colaptes auratus,Northern Flicker,0.8855619
N_15,20210703_061000,15,18,Colaptes auratus,Northern Flicker,0.81899947
N_15,20210703_061000,48,51,Colaptes auratus,Northern Flicker,0.95095444
N_15,20210703_061000,51,54,Colaptes auratus,Northern Flicker,0.9512649
N_15,20210703_065500,3,6,Colaptes auratus,Northern Flicker,0.40778
N_15,20210703_065500,6,9,Colaptes auratus,Northern Flicker,0.44284686
N_15,20210703_065500,27,30,Colaptes auratus,Northern Flicker,0.94238406
N_15,20210703_065500,30,33,Colaptes auratus,Northern Flicker,0.22705665
N_15,20210703_065500,48,51,Colaptes auratus,Northern Flicker,0.89866865
N_15,20210703_065500,51,54,Colaptes auratus,Northern Flicker,0.9559443
N_15,20210703_065500,54,57,Colaptes auratus,Northern Flicker,0.3607134
N_15,20210704_052000,18,21,Colaptes auratus,Northern Flicker,0.7049601
N_15,20210704_052000,21,24,Colaptes auratus,Northern Flicker,0.23940818
N_15,20210704_052000,42,45,Colaptes auratus,Northern Flicker,0.35785958
N_15,20210704_052000,45,48,Colaptes auratus,Northern Flicker,0.93281746
N_15,20210704_064500,3,6,Colaptes auratus,Northern Flicker,0.23526408
N_16,20210523_060500,21,24,Colaptes auratus,Northern Flicker,0.2951995
N_16,20210624_050000,36,39,Colaptes auratus,Northern Flicker,0.9743473
N_16,20210624_050000,39,42,Colaptes auratus,Northern Flicker,0.5805282
N_16,20210628_061000,9,12,Colaptes auratus,Northern Flicker,0.11267167
N_16,20210707_064000,6,9,Colaptes auratus,Northern Flicker,0.9274607
N_16,20210707_064000,9,12,Colaptes auratus,Northern Flicker,0.96832407
N_16,20210707_064000,12,15,Colaptes auratus,Northern Flicker,0.7734032
N_16,20210707_064000,18,21,Colaptes auratus,Northern Flicker,0.35442615
N_16,20210707_064000,21,24,Colaptes auratus,Northern Flicker,0.9694616
N_16,20210707_064000,24,27,Colaptes auratus,Northern Flicker,0.83512294
N_16,20210707_064000,36,39,Colaptes auratus,Northern Flicker,0.9559792
N_16,20210707_064000,39,42,Colaptes auratus,Northern Flicker,0.53139913
N_16,20210707_064000,54,57,Colaptes auratus,Northern Flicker,0.9608167
N_16,20210707_064000,57,60,Colaptes auratus,Northern Flicker,0.7303926
N_17,20210524_044500,45,48,Colaptes auratus,Northern Flicker,0.16279031
N_18,20210715_045500,54,57,Colaptes auratus,Northern Flicker,0.14714554
N_19,20210520_063300,9,12,Colaptes auratus,Northern Flicker,0.107553855
N_19,20210520_063300,39,42,Colaptes auratus,Northern Flicker,0.24637148
N_19,20210522_042500,42,45,Colaptes auratus,Northern Flicker,0.14100096
N_21,20210626_052700,27,30,Colaptes auratus,Northern Flicker,0.12981233
N_21,20210626_052700,33,36,Colaptes auratus,Northern Flicker,0.106016874
N_21,20210626_053300,24,27,Colaptes auratus,Northern Flicker,0.14468579
N_21,20210629_061600,12,15,Colaptes auratus,Northern Flicker,0.14354949
N_21,20210629_061600,21,24,Colaptes auratus,Northern Flicker,0.118003294
N_21,20210703_050800,15,18,Colaptes auratus,Northern Flicker,0.20696014
N_21,20210703_050800,18,21,Colaptes auratus,Northern Flicker,0.36806434
N_21,20210703_050800,21,24,Colaptes auratus,Northern Flicker,0.36538053
N_21,20210703_050800,24,27,Colaptes auratus,Northern Flicker,0.1982646
N_21,20210703_050800,27,30,Colaptes auratus,Northern Flicker,0.26103935
N_21,20210703_050800,30,33,Colaptes auratus,Northern Flicker,0.25589705
N_22,20210619_055700,48,51,Colaptes auratus,Northern Flicker,0.12449236
N_22,20210619_060100,21,24,Colaptes auratus,Northern Flicker,0.20058891
N_22,20210619_060300,9,12,Colaptes auratus,Northern Flicker,0.103564985
N_22,20210621_055400,0,3,Colaptes auratus,Northern Flicker,0.17902187
N_22,20210621_055400,51,54,Colaptes auratus,Northern Flicker,0.2646745
N_22,20210621_055600,6,9,Colaptes auratus,Northern Flicker,0.41563326
N_22,20210623_064200,48,51,Colaptes auratus,Northern Flicker,0.15338159
N_22,20210623_064300,33,36,Colaptes auratus,Northern Flicker,0.11197299
N_22,20210625_042700,51,54,Colaptes auratus,Northern Flicker,0.107325025
N_22,20210625_050600,0,3,Colaptes auratus,Northern Flicker,0.100234725
N_22,20210626_044800,12,15,Colaptes auratus,Northern Flicker,0.36307523
N_22,20210626_051600,36,39,Colaptes auratus,Northern Flicker,0.112377115
N_22,20210626_051700,27,30,Colaptes auratus,Northern Flicker,0.13764219
N_22,20210626_051700,42,45,Colaptes auratus,Northern Flicker,0.10239908
N_22,20210626_051900,15,18,Colaptes auratus,Northern Flicker,0.13635865
N_22,20210626_052400,15,18,Colaptes auratus,Northern Flicker,0.15530063
N_22,20210626_054100,12,15,Colaptes auratus,Northern Flicker,0.10861447
N_22,20210626_064800,33,36,Colaptes auratus,Northern Flicker,0.15509082
N_22,20210626_065000,12,15,Colaptes auratus,Northern Flicker,0.10733431
N_22,20210626_065100,6,9,Colaptes auratus,Northern Flicker,0.1264572
N_22,20210626_065100,9,12,Colaptes auratus,Northern Flicker,0.10137479
N_22,20210626_065100,12,15,Colaptes auratus,Northern Flicker,0.17045821
N_22,20210627_050800,30,33,Colaptes auratus,Northern Flicker,0.29561567
N_22,20210627_051900,27,30,Colaptes auratus,Northern Flicker,0.20674665
N_22,20210627_052100,12,15,Colaptes auratus,Northern Flicker,0.11822101
N_22,20210627_053100,24,27,Colaptes auratus,Northern Flicker,0.13724783
N_22,20210627_053100,33,36,Colaptes auratus,Northern Flicker,0.118876934
N_22,20210627_053100,42,45,Colaptes auratus,Northern Flicker,0.12313098
N_22,20210627_053600,21,24,Colaptes auratus,Northern Flicker,0.19812821
N_22,20210627_053600,36,39,Colaptes auratus,Northern Flicker,0.14617075
N_22,20210627_053800,3,6,Colaptes auratus,Northern Flicker,0.16251339
N_22,20210627_063000,6,9,Colaptes auratus,Northern Flicker,0.34711346
N_22,20210628_040300,12,15,Colaptes auratus,Northern Flicker,0.11662821
N_22,20210628_040400,21,24,Colaptes auratus,Northern Flicker,0.11427707
N_22,20210628_040400,30,33,Colaptes auratus,Northern Flicker,0.17637265
N_22,20210628_040400,36,39,Colaptes auratus,Northern Flicker,0.1570114
N_22,20210628_040400,42,45,Colaptes auratus,Northern Flicker,0.15424359
N_22,20210628_040400,45,48,Colaptes auratus,Northern Flicker,0.111262515
N_22,20210628_040500,48,51,Colaptes auratus,Northern Flicker,0.11152798
N_22,20210628_040700,3,6,Colaptes auratus,Northern Flicker,0.10110756
N_22,20210628_040700,18,21,Colaptes auratus,Northern Flicker,0.18324645
N_22,20210628_041000,30,33,Colaptes auratus,Northern Flicker,0.10518957
N_22,20210628_055700,39,42,Colaptes auratus,Northern Flicker,0.18207075
N_22,20210628_060100,39,42,Colaptes auratus,Northern Flicker,0.36354995
N_22,20210628_063600,27,30,Colaptes auratus,Northern Flicker,0.10690386
N_22,20210703_054600,51,54,Colaptes auratus,Northern Flicker,0.10865012
N_22,20210704_045500,3,6,Colaptes auratus,Northern Flicker,0.1186556
N_22,20210704_055900,33,36,Colaptes auratus,Northern Flicker,0.22131886
N_22,20210704_055900,45,48,Colaptes auratus,Northern Flicker,0.28056246
N_22,20210704_063200,36,39,Colaptes auratus,Northern Flicker,0.21086076
N_22,20210704_063200,39,42,Colaptes auratus,Northern Flicker,0.20432384
N_22,20210704_063200,42,45,Colaptes auratus,Northern Flicker,0.1676635
N_22,20210704_063400,18,21,Colaptes auratus,Northern Flicker,0.25291395
N_22,20210704_063400,21,24,Colaptes auratus,Northern Flicker,0.13498467
N_22,20210705_055600,27,30,Colaptes auratus,Northern Flicker,0.2709035
N_22,20210705_055600,30,33,Colaptes auratus,Northern Flicker,0.22006434
N_22,20210705_055600,42,45,Colaptes auratus,Northern Flicker,0.12264206
N_22,20210705_055600,45,48,Colaptes auratus,Northern Flicker,0.23770526
N_22,20210705_055600,48,51,Colaptes auratus,Northern Flicker,0.19751665
N_22,20210707_043400,9,12,Colaptes auratus,Northern Flicker,0.18160744
N_22,20210707_044500,6,9,Colaptes auratus,Northern Flicker,0.13070376
N_22,20210707_050100,39,42,Colaptes auratus,Northern Flicker,0.15030839
N_22,20210707_051900,3,6,Colaptes auratus,Northern Flicker,0.13639581
N_22,20210707_053100,27,30,Colaptes auratus,Northern Flicker,0.14657608
N_22,20210707_053100,48,51,Colaptes auratus,Northern Flicker,0.107234485
N_22,20210707_054800,18,21,Colaptes auratus,Northern Flicker,0.12976587
N_22,20210707_063700,6,9,Colaptes auratus,Northern Flicker,0.12051714
N_22,20210707_064000,45,48,Colaptes auratus,Northern Flicker,0.10994473
N_22,20210708_053200,9,12,Colaptes auratus,Northern Flicker,0.1521974
N_22,20210708_053200,42,45,Colaptes auratus,Northern Flicker,0.13189311
N_22,20210708_053200,45,48,Colaptes auratus,Northern Flicker,0.45137614
N_22,20210708_053300,12,15,Colaptes auratus,Northern Flicker,0.3572851
N_22,20210708_054000,15,18,Colaptes auratus,Northern Flicker,0.16617882
N_22,20210708_054400,30,33,Colaptes auratus,Northern Flicker,0.11669735
N_25,20210520_045000,57,60,Colaptes auratus,Northern Flicker,0.13763037
